時間戳記,檔案版本,暱稱,縣市區,路名（區域）,數量,派送時間,發送狀況,備註,已整理過請打勾
2014/4/12 下午 9:29:52,Bee140405,Iris,台北市士林區,福國路、德行西路94巷，德行西路(文林路~捷運芝山站之間)、福華路、礦溪街21巷,約300份,12/4/2014,原本要在捷運芝山站外面發給路人，但有點不好意思，就改成到附近住家投信箱，有拿一些給遇到的人，有個阿伯說很支持我們，也有去參加330遊行,,
2014/4/12 下午 9:50:10,服貿醫療版,Jean,台北市,士林夜市,200,2013/4/12,"發送方式為沿路發放
原在士林捷運站發送
但因為索取率不高
故轉移到士林夜市
顧客主要針對中老年攤販老闆、老闆娘
整個夜市都巡過一回除了光觀地下室夜市
除了太過忙碌的店家及少數沒有意願的店家 
其他都有發送","一開始會緊張怕被拒絕或責罵
其實大家拿了都會很仔細地閱讀觀看
很多人也會也會給我們加油打氣
並有收到反映說很感謝有發送傳單
因為很多資訊平時沒有使用網路習慣都不能得取
只要臉皮臉皮夠厚 跨出那一步
小蜜蜂的力量是不可小覷的
大家加油!!
",
2014/4/12 下午 10:01:26,現行服貿影響醫療版,M,桃園蘆竹,大竹國中周邊住宅,75,04/12/2014,晚上暗巷有點可怕,,
2014/4/12 下午 10:04:51,Bee140405B-W,cacabeast,台北市士林區,忠誠路一段、二段大馬路所有住戶信箱(不包含有管理員的大樓...會被拒絕),350,04/12/2014,忠誠路一段、二段所有住戶信箱(不包含有管理員的大樓...會被拒絕，還請住大樓的蜂群們多幫忙)：350張,管理員不給丟阿！,
2014/4/12 下午 10:05:43,Bee140405B-W,cacabeast,台北市士林區,忠誠路二段82、98、118巷,100,04/12/2014,小巷內的所有信箱,Nope,
2014/4/12 下午 10:07:32,Bee140405B-W,cacabeast,台北市士林區,忠誠路二段166、172、178巷,50,04/12/2014,小巷內的信箱,Nope,
2014/4/12 下午 10:07:48,Bee140405+醫療三大問題,春蜂吹又生,台北市大同區,酒泉街10巷27弄往後~承德路三段133巷,約200張,04/12/14,順利。剛好在門口有填報天然氣度數的紅單子，可當作參考。因為有打勾的樓層必定有住戶。,,
2014/4/12 下午 10:19:08,服貿對看病有什麼影響,町町＋郁雅,台北市中山區,龍江路 394/384/370/443/429/415巷  、五常街53巷、復興北路514巷、民族東路512巷,約700份, 4/12/2014,時間上約兩小時，因為住戶多所以很快,信箱很難開/蚊蟲有點多/巷子很暗,
2014/4/12 下午 10:33:18,先立法再審查(雙面彩色),Ruo,台中市南區(+大里區),大明路 黛安芬到華歌爾這段,60,04/12/2014,"路上大都是商家,包括眼鏡行 彩卷行 冰品店 飲料店 診所 書局等,平均一店約發出三~五張,大都同意擺放供客人取閱,部分店家甚至願意張貼.","大明路上大都是商家,其實大家的接受度頗高耶~有的店家和診所還願意幫忙貼到他們的佈告欄上:) 慧再接再厲",
2014/4/12 下午 10:40:00,Bee140405,linda,台北市內湖區,康樂街125巷到131巷,500,04/12/2014,,,
2014/4/12 下午 10:42:03,醫療,小晴,新北市,捷運新埔站三號出口 猜咖啡,50,04/12/2014,,,
2014/4/12 下午 10:46:24,"總部第一彈＿圖解服貿：先立法 再審查,政院版vs.民間版",vuga,台北市中正區,文盛里汀洲路三段到羅斯福路24巷為止,500,4/12/2014,下午6點發送 以插在信箱為主,"插在信箱上 會較吸引住戶拿
但也怕直接被別人通通收走
",
2014/4/12 下午 10:58:54,服貿x醫療+bee140409條例比較版,車,高雄市鳳山區,新富路100號(明園幼稚園)前兩側,各100,2014/4/12,,剛剛提交的寫錯，到100號左右是明園幼稚園,
2014/4/12 下午 11:00:29,小蜜蜂v20140405.pdf；服貿對看病有什麼影響 (單面).pdf,,台南市永康區,南台街小巷子,152,04/12/2014,投遞住宅、機車、汽車，也有盡量避開南台科技大學學生住宿區，時間是晚上十點，沒什麼遇到人所以投遞的很快,一個女生發半夜小巷子其實滿可怕的，下次會糾個人陪比較安全,
2014/4/12 下午 11:01:47,Bee140409+Bee140409M醫療版(雙面),Yan,新竹市,明湖路11-40號、明湖路57巷、食品路326巷22弄、366巷15弄一帶,70,04/12/2014,一邊騎著腳踏車一邊塞信箱，但把車停旁邊又很怕車被騎走...,,
2014/4/12 下午 11:03:44,Bee140409+Bee140409M醫療版(雙面),Yan,新竹市,"""食品路山東饅頭店 (食品路 421 號)""",80,04/11/2014,"向店家說明文宣內容和想在店裡擺放文宣的想法，接觸的店員有一名在學生跟一位阿姨，學生的態度相當支持也有一定程度的了解，不過並不知道小蜜蜂的行動，有再跟他推廣小蜜蜂活動；阿姨看到傳單之後說：我也不太了解餒，帶一張回去看一下！

店家喬了一個很明顯的位置讓我放傳單XD 之後經過會再確認跟補充文宣的數量。""",,
2014/4/12 下午 11:33:57,Bee140405及Bee140409-M,金魚,臺中市東區,旱溪夜市,100,4/12/2014,阿伯、中年人比較會看內容。有人還特地跑來說加油喔（笑,大部分的人會看一下標題，可是細項不會仔細了解。,
2014/4/12 下午 11:43:25,Bee140405及Bee140409-M,紅茶,台中市東區,旱溪夜市(東英路住戶),50左右,04/12/2014,投遞信箱很方便，路人也都願意拿。,投遞信箱個人認為有很大機率會沒效果，發送路人時兩人一組給路人時較有效果,
2014/4/12 下午 11:49:56,Bee140409Med,Eric Yeh,新北市三重區,"五華街75, 87, 93巷，富華街17號~201單數邊",500,04/12/2014,正常，有些信箱不太好投,,
2014/4/13 上午 12:19:02,Bee140405B-W,April,台南市永康區,永華路233巷,90,04/11/2014,投社區大樓信箱,,
2014/4/13 上午 12:21:00,醫療版(黑白大字),April,台南市永康區,永華路159巷,50,12/04/2014,社區大樓及透天信箱,,
2014/4/13 上午 12:38:05,Bee140405及Bee140409-M,Potato,台中市東區,旱溪夜市(振興路住戶),100,04/12/2014,"路人願意拿的多數都會讀，不願意通常當成推銷拒絕。
","投信箱時要注意一下是否有人住，否則容易造成空投。
發文宣時，盡量讓人看到內容才不容易誤認為推銷。",
2014/4/13 上午 1:07:53,Bee140409M醫療版+Bee140409條例比較版,一隻老嗡,台北市大同區,大龍街22巷+蘭州街89巷,100,04/13/2014,無特殊狀況,,
2014/4/13 上午 1:27:08,Bee140409M醫療版,runa,台北市文山區,指南路三段32號~26號、22巷、24巷,200,4/12/14,發送信箱順利,,
2014/4/13 上午 1:37:36,反服貿就是反開放？,Ellen,台中市西區,向上南路一段、昇平街,50,4/12/2014,,,
2014/4/13 上午 1:39:16,Bee140405+Bee140409,弱弱蜂,桃園縣蘆竹鄉,南上路、錦中街、南崁後街、南崁路、光明路二段光明巷,160,04/12/2014,"偷偷摸摸的夜間塞信箱，一度不小心走到龜山鄉的地盤
看到塞滿廣告的信箱就沒丟，除此之外有些令人匪夷所思的信箱也不太敢丟
",這次是隨便走走發發，效率不高，一直不敢發路人,
2014/4/13 上午 2:04:07,服貿對看病有什麼影響、bee140409,吉咪,基隆市,朝棟里,250,2014/4/12,丟信箱很快發完，還印不夠多,,
2014/4/13 上午 2:05:36,Bee140405B-W,紫芋,台南市,小東路307巷8弄到勝利街30巷,40,04/12/14,投信箱~ 過程順利,邊遛狗邊投 不太會引起別人注意XD,
2014/4/13 上午 2:12:19,醫療篇,OU,台南市,中西區,100,04/13/14,"遇到很多團內的小蜜蜂
私下發動的不只有我
台南是民主自由的台南!!!
滅火器超棒!
",,
2014/4/13 上午 7:10:51,兩岸監督+醫療公聽,馬仁,台南市東區,裕信六街+裕敬二街+裕東一街+裕東二街,各約100分,4/13/2014,"早上四點多就醒來,
先從家附近(城光國中)周遭開始發起,
騎著腳踏車,過程輕鬆又愉快,因為大家都在睡覺(除了狗..)!!","本人生性害羞,但也在慢慢用行動支持,
改變世界先從自己開始,
所以也從自己住的附近區域開始,
一邊發也一邊思考著,
以後遇到人大概要先跟他怎麼對談.

唯一美中不足的事拿的太少,
沒想到周圍住戶超超超多阿
(以前都不關心,現在才發現...),
發不到半小時就發完了,
應該要拿1000張以上...",
2014/4/13 上午 7:21:18,醫療(文字版)+圖解服貿(彩漫),萎妲,台南,海安路 和平街,100(兩種各50),103/4/12,針對中高年齡層的民眾，在他們雙手空空、或站或坐時把傳單塞到他們手上，成功率高達九成！！！！,,
2014/4/13 上午 8:44:12,醫療版加自製投影片講義,Richard Lee,台南市,海安路民權路口,250,4/12/103,順利,"有人詢問觀光版的製作是否還未完成。

有些用詞還是不清楚意思，如“陸資”。",
2014/4/13 上午 9:30:19,服貿對看病有什麼影響,拍,台中市沙鹿區,沙田路一帶,200,04/10/2014,夾在車子雨刷下，分兩天順利發完。,,
2014/4/13 上午 9:47:02,監督條例(Bee140405黑白),gypsophy,台中市南區,愛國街、有恆街、忠孝路附近,400,4/6/2014,無,無，趁禮拜日店家休息發的,
2014/4/13 上午 10:27:06,"現行的服貿+門打開,瞎郎顧厝?",H.W.,彰化縣花壇鄉,中正路63巷到學士街,目前50張,04/13/2014,"6點才出門的關係, 很多人都開門了, 不太好意思當著人的面前放傳單, 才放一些還沒開門的住戶....沒有阻礙","像我一樣怕羞的人, 乾脆4.5點早起發送, 順便運動.....(明天打算5點起床奮鬥)",
2014/4/13 上午 10:49:19,圖解條例/政院版民間版條例說明簡化版,Monica/Nico/Cha/Jessica/Cathy,花蓮市,花蓮市舊鐵道行人散步區,200,2014/04/12,,"面對面發傳單最有趣的地方是你可以第一時間知道民眾對服務貿易協定的了解程度跟看法，很像是一個小型的市場調查。
我們採用的策略是一邊遞傳單一邊會簡單的解說一下兩岸協議監督條例是什麼，然後對已經接收過相關資訊的人會進一步拿民間版跟政府版的比較給對方做參考。
需要特別注意的是鐵道很多觀光客，不小心把上面寫著大陸人對我們有敵意的傳單送給大陸人實在是超尷尬～～所以我們也會觀察對方是不是台灣人，盡量避免這種狀況。
然後發了一個晚上的傳單下來，最明顯的感受就是很多人根本不知道服務貿易協定是什麼，更不用說兩岸協議監督條例了，所以就要很有耐心地從頭做解釋。有遇到有在關注這件事，但是態度很消極的民眾，他認為我們根本撼動不了政府當局的政策，本來想說服他但音調不小心提高那位先生就走了...(._.) 當然也有很多很好心的民眾停下來看傳單、主動要傳單、詢問更詳細的細節...像是一位先生針對我們的傳單提出了一些看法，說漫畫只畫大陸太具有針對性，就服務貿易協定來講，這件事不管是跟歐美國家還是跟大陸，對我們的產業都有一定的衝擊跟傷害，我的解釋是我們都了解，但是對大陸的這個協定有急迫性，所以才會這樣製作。
觀察下來其實大家拿到傳單都會好好地看，所以一句話不說把傳單直接塞給民眾也是一個好方法哈哈。",
2014/4/13 上午 11:46:54,服貿監督條例/服貿醫療版,如,北市萬隆景美,羅斯福路五到六段,40+40,4/12/14,住戶信箱,,
2014/4/13 上午 11:52:12,服貿醫療版,小藍,新北市中和區,民享街88巷到90巷,100,04/13/2014,"發送時為星期天早上１０點，過程還算順利，頂多有被一兩個住戶注意到，但都沒有說什麼。
可能是為星期天早上大家起的比較晚，而且如果下去買早餐翻信箱後來上樓，可能會一邊吃早餐一邊早餐看一下",,
2014/4/13 上午 11:52:22,服貿醫療版,小藍,新北市中和區,民享街88巷到90巷,100,04/13/2014,"發送時為星期天早上１０點，過程還算順利，頂多有被一兩個住戶注意到，但都沒有說什麼。
可能是為星期天早上大家起的比較晚，而且如果下去買早餐翻信箱後來上樓，可能會一邊吃早餐一邊早餐看一下",,
2014/4/13 上午 11:52:32,服貿醫療版,小藍,新北市中和區,民享街88巷到90巷,100,04/13/2014,"發送時為星期天早上１０點，過程還算順利，頂多有被一兩個住戶注意到，但都沒有說什麼。
可能是為星期天早上大家起的比較晚，而且如果下去買早餐翻信箱後來上樓，可能會一邊吃早餐一邊早餐看一下",,
2014/4/13 下午 12:26:54,監督,,台北市士林區,中山北路七段36-144號,100,4/13/2014,投信箱,,
2014/4/13 下午 1:23:14,青年學子給長輩們的一封信 / 監督條例比一比,Dan,桃園縣中壢市,中壢火車站,40,04/11/2014,"一、選擇文宣為；
1、青年學子給長輩們的一封信；
http://imgur.com/a/D4h7r
2、監督條例比一比；
https://attachment.fbsbx.com/file_download.php?id=770041123006748&eid=AStWxzLamKt1WLBtT7VW3RDyjNI2fHRZcDAhEKtZuuZHoVfm7i4oqVJ43f87C6cpnxI&inline=1&ext=1397230386&hash=ASvUZAxxa4BHWZ7m
二、發送心態；
請一起關心服貿議題，因為服貿將會影響一般老百姓與下一代。
三、發送流程；
1、開頭；
>>>不好意思，這是有關服貿議題的資料(青年學子給長輩們的一封信)，你參考看看，上面為服貿的大致介紹，中間是香港與中國簽訂類似服貿後的改變，比較重要的是下面，這些是服貿簽訂後對一般老百姓的影響，翻頁有很多qr code，可以了解更多服貿的資料。
2、接續提出問題(試探她對服貿的看法)；
A、那你有聽說過服貿嗎?
a、沒有聽過服貿>>>告訴民眾服貿會帶給我們什麼影響~
(PS技巧 : 針對不同族群解釋特定影響，EX:學生族群解釋電信業與網路服務帶來網路自由的影響，長輩族群解釋醫療的影響，剛出社會的人解釋房價飆漲，書店前解釋出版自由的影響，上班族解釋金融業與資金的影響.....等等)
b、有聽過服貿>>>續問那你支持服貿嗎?
ㄅ、不支持服貿>>>(開心~可以交流、聊天，甚至邀請進入小蜜蜂，留下彼此FB，壯大力量)
ㄆ、支持服貿>>>詢問支持的原因，用理性及包容，解釋服貿真正的影響內容(這考驗我們小蜜蜂的功夫)，甚至解釋對方支持的原因可能受新聞媒體與政府官員的錯誤影響(這部分語氣要緩和，用民主的風範來討論與解釋，想著大家都是要更好，不是要吵架)，其實要了解大多漠視的民眾比較多是受到新聞媒體與政府官員的洗腦，我們小蜜蜂一定要更有耐心。
今日心得；；；
桃園其實是滿藍的地區，不過其實沒差，因為藍綠二元化以及對政治冷漠本來就是不少台灣人的習慣，所以這正是民主小蜜蜂率先蛻變的價值!
今天遇到不少中立族群(聽過服貿，不過不太了解實際內容，對服貿一知半解，很容易動搖者)，我就解釋服貿對老百姓以及你的影響，並告知現在新聞媒體不能信(怕她回去又受新聞影響)，不如網路查。
今天更遇到不少支持服貿的族群(其實看到很多不一定是深藍，而是被主流新聞媒體與政府官員洗腦與欺騙...所以決定也要跟他理性互動)，不過從深聊與互相分享後得知，這部分族群大致的回應與認知 跟 新聞媒體與政府官員的話術幾乎相同，今天遇到如下；
1、服貿不管過不過，重要的還是我們自己要加強競爭力。
2、讓大陸的更多資金進來，這樣台灣企業就有更多錢，這樣就有更多就業機會，老百姓薪水也會提高。
3、台灣市場這麼小，大陸也不一定會來，不用擔心啦。
4、台灣為出口貿易國家，不跟大陸簽，我們怎麼走出去，不能鎖國。
A1、我說；競爭力是做人基本且必備的能力，不過若簽這份協議要讓老百姓更競爭，生活更苦，那我們幹嘛簽。(其實對方是聽到經濟部長說的話)
A2、我說；台灣與大陸簽ECFA，製造業往大陸移動，台灣老百姓薪水有增加嗎?沒有。且大陸資金來，是進到老闆口袋，人民應該沒有。
A3、我說；就是因為台灣市場比大陸小很多，這樣不均等的市場，一定門戶洞開，很大的機會各產業都會被中國國營企業壟斷，到時候就會在各行各業看到類似中天的行為。
A4、我說；那為什麼不去跟歐美、日本簽，而是一定要過度傾中。
相信挺服貿的人，很多是因為新聞媒體、政府官員、財團老闆發言而受影響，不過問它們為什麼挺服貿，其實講的都很表面，幾乎跟新聞媒體與政府官員一樣，所以，只要民主小蜜蜂夠強，心態正確，一定可以有效互動的。(其實為人和善，且只是要大家一起關注服貿，就是要大家都更好，今天挺服貿的人也沒有對我惡言相向，還有人跟我說；跟你辯論很有趣!! 哈哈哈)
結論；
心態善良，語氣溫和，解釋內容清楚，並能讓對方實際感受到服貿對她的影響，
相信就有辦法讓支持服貿的人開始去了解實質內容，讓中立的人了解服貿的負面影響。
【講實質服貿對他的影響很重要，還有新聞媒體背後都有政治立場，我連三立也罵，另外政治人物言論也要質疑】",不少人反應跟新聞媒體與政府官員的說法一樣，可見被洗腦的很嚴重，不過這也代表我們比他們了解，要有耐心地慢慢解釋，並清楚的說明服貿對它的實質影響!,
